,Level,Date and Time,Source,Event ID,Task Category,
257,Error,27-11-2022 10:50,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
258,Error,26-11-2022 22:21,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
259,Error,26-11-2022 15:52,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
260,Error,26-11-2022 11:40,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
261,Error,26-11-2022 09:44,Microsoft-Windows-DistributedCOM,10010,None,The server 5319275A.51895FA4EA97F_2.2247.4.0_x64__cv1g1gvanyjgm!App did not register with DCOM within the required timeout.
262,Error,26-11-2022 09:44,Application Error,1000,Application Crashing Events,"Faulting application name: WhatsApp.exe, version: 0.0.0.0, time stamp: 0x63750a41
Faulting module name: WhatsApp.dll, version: 0.0.0.0, time stamp: 0x63750a41
Exception code: 0x00001007
Fault offset: 0x0000000004b718f6
Faulting process id: 0x0x3F04
Faulting application start time: 0x0x1D9014C6946FB7E
Faulting application path: C:\Program Files\WindowsApps\5319275A.51895FA4EA97F_2.2246.2.0_x64__cv1g1gvanyjgm\WhatsApp.exe
Faulting module path: C:\Program Files\WindowsApps\5319275A.51895FA4EA97F_2.2246.2.0_x64__cv1g1gvanyjgm\WhatsApp.dll
Report Id: 4ca5ec36-ad5e-4c09-a187-8e5b92c6aff9
Faulting package full name: 5319275A.51895FA4EA97F_2.2246.2.0_x64__cv1g1gvanyjgm
Faulting package-relative application ID: App"
263,Error,26-11-2022 09:36,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
264,Error,25-11-2022 22:43,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
265,Error,25-11-2022 19:41,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
266,Error,25-11-2022 18:13,Application Error,1000,Application Crashing Events,"Faulting application name: MFEAvSvc.exe, version: 26.5.124.0, time stamp: 0x634c48c1
Faulting module name: ntdll.dll, version: 10.0.22621.755, time stamp: 0x8a328c67
Exception code: 0xc0000374
Fault offset: 0x000000000010c249
Faulting process id: 0x0x1C2C
Faulting application start time: 0x0x1D8FE8720B34A82
Faulting application path: C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe
Faulting module path: C:\WINDOWS\SYSTEM32\ntdll.dll
Report Id: 24a35568-2bfd-44b8-9563-c773e39485a8
Faulting package full name: 
Faulting package-relative application ID: "
267,Error,25-11-2022 15:32,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
268,Error,25-11-2022 11:22,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
269,Error,25-11-2022 11:08,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NBDXK71NK08-5319275A.51895FA4EA97F.
270,Error,25-11-2022 10:43,Application Error,1000,Application Crashing Events,"Faulting application name: WhatsApp.exe, version: 0.0.0.0, time stamp: 0x63750a41
Faulting module name: WhatsApp.dll, version: 0.0.0.0, time stamp: 0x63750a41
Exception code: 0x00001007
Fault offset: 0x0000000004b718f6
Faulting process id: 0x0x4F1C
Faulting application start time: 0x0x1D9008B9DC759A1
Faulting application path: C:\Program Files\WindowsApps\5319275A.51895FA4EA97F_2.2246.2.0_x64__cv1g1gvanyjgm\WhatsApp.exe
Faulting module path: C:\Program Files\WindowsApps\5319275A.51895FA4EA97F_2.2246.2.0_x64__cv1g1gvanyjgm\WhatsApp.dll
Report Id: 780a0011-46ce-4c0a-9cff-d0c1d587a48b
Faulting package full name: 5319275A.51895FA4EA97F_2.2246.2.0_x64__cv1g1gvanyjgm
Faulting package-relative application ID: App"
271,Error,25-11-2022 09:35,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NMPJ99VJBWV-Microsoft.YourPhone.
272,Error,25-11-2022 09:30,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
273,Error,24-11-2022 23:37,VSS,8194,None,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {7dbc7c76-99e4-42d3-8774-8830216fbc0d}"
274,Error,24-11-2022 23:35,VSS,8194,None,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {7dbc7c76-99e4-42d3-8774-8830216fbc0d}"
275,Error,24-11-2022 17:49,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
276,Error,24-11-2022 14:59,VSS,8194,None,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {7dbc7c76-99e4-42d3-8774-8830216fbc0d}"
277,Error,24-11-2022 14:57,VSS,8194,None,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {7dbc7c76-99e4-42d3-8774-8830216fbc0d}"
278,Error,24-11-2022 11:59,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
279,Error,24-11-2022 09:20,Tcpip,4199,None,The system detected an address conflict for IP address 192.168.1.2 with the system having network hardware address D8-A3-15-58-BC-3B. Network operations on this system may be disrupted as a result.
280,Error,23-11-2022 15:54,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
281,Error,23-11-2022 11:53,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
282,Error,23-11-2022 10:56,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 50B8B2C5-5FCE-4924-A774-F4DB77E55A57--61186DBD-D471-4B33-8E83-794873E4658E (Friendly Name: ) to port 61186DBD-D471-4B33-8E83-794873E4658E (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
283,Error,23-11-2022 09:50,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 50B8B2C5-5FCE-4924-A774-F4DB77E55A57--61186DBD-D471-4B33-8E83-794873E4658E (Friendly Name: ) to port 61186DBD-D471-4B33-8E83-794873E4658E (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
284,Error,23-11-2022 09:49,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 50B8B2C5-5FCE-4924-A774-F4DB77E55A57--61186DBD-D471-4B33-8E83-794873E4658E (Friendly Name: ) to port 61186DBD-D471-4B33-8E83-794873E4658E (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
285,Error,22-11-2022 20:58,Service Control Manager,7000,None,"The bfs service failed to start due to the following error: 
Access is denied."
286,Error,22-11-2022 20:58,EventLog,6008,None,The previous system shutdown at 8:57:25 PM on ?11/?22/?2022 was unexpected.
287,Error,22-11-2022 20:56,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
288,Error,22-11-2022 20:53,Microsoft-Windows-DistributedCOM,10010,None,The server {8CFC164F-4BE5-4FDD-94E9-E2AF73ED4A19} did not register with DCOM within the required timeout.
289,Error,22-11-2022 20:52,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
290,Error,22-11-2022 20:52,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
291,Error,22-11-2022 20:49,Application Error,1000,Application Crashing Events,"Faulting application name: WavesSvc64.exe, version: 1.84.2.0, time stamp: 0x62fb1c60
Faulting module name: WavesSvc64.exe, version: 1.84.2.0, time stamp: 0x62fb1c60
Exception code: 0xc0000005
Fault offset: 0x00000000000a188e
Faulting process id: 0x0x1134
Faulting application start time: 0x0x1D8FE85BCDAE0F8
Faulting application path: C:\Windows\System32\DriverStore\FileRepository\wavesapo11de.inf_amd64_6a79bca33cf402a4\WavesSvc64.exe
Faulting module path: C:\Windows\System32\DriverStore\FileRepository\wavesapo11de.inf_amd64_6a79bca33cf402a4\WavesSvc64.exe
Report Id: 4267fee5-ca2f-43aa-aee1-495fb0faee23
Faulting package full name: 
Faulting package-relative application ID: "
292,Error,22-11-2022 17:57,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
293,Error,22-11-2022 16:08,Microsoft-Windows-DistributedCOM,10010,None,The server {8CFC164F-4BE5-4FDD-94E9-E2AF73ED4A19} did not register with DCOM within the required timeout.
294,Error,22-11-2022 10:41,Service Control Manager,7046,None,"The following service has repeatedly stopped responding to service control requests: Windows Subsystem for Linux

Contact the service vendor or the system administrator about whether to disable this service until the problem is identified.

You may have to restart the computer in safe mode before you can disable the service."
295,Error,22-11-2022 10:41,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
296,Error,22-11-2022 10:32,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NBDXK71NK08-5319275A.51895FA4EA97F.
297,Error,22-11-2022 09:57,Microsoft-Windows-DistributedCOM,10010,None,The server {8CFC164F-4BE5-4FDD-94E9-E2AF73ED4A19} did not register with DCOM within the required timeout.
298,Error,22-11-2022 09:54,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
299,Error,22-11-2022 09:53,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
300,Error,22-11-2022 09:53,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
301,Error,21-11-2022 09:56,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
302,Error,21-11-2022 08:40,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
303,Error,21-11-2022 08:37,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
304,Error,21-11-2022 08:36,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
305,Error,21-11-2022 08:36,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
306,Error,20-11-2022 15:04,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
307,Error,20-11-2022 11:38,Microsoft-Windows-DistributedCOM,10010,None,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
308,Error,20-11-2022 11:38,Microsoft-Windows-DistributedCOM,10010,None,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
309,Error,20-11-2022 11:38,Microsoft-Windows-DistributedCOM,10010,None,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
310,Error,20-11-2022 11:38,Microsoft-Windows-DistributedCOM,10010,None,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
311,Error,20-11-2022 11:38,Microsoft-Windows-DistributedCOM,10010,None,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
312,Error,20-11-2022 11:31,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
313,Error,20-11-2022 10:28,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
314,Error,20-11-2022 09:54,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
315,Error,19-11-2022 18:58,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
316,Error,19-11-2022 10:12,Application Hang,1002,Hanging Events,"The program msrdc.exe version 1.2.3575.0 stopped interacting with Windows and was closed. To see if more information about the problem is available, check the problem history in the Security and Maintenance control panel.
"
317,Error,19-11-2022 09:10,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
318,Error,18-11-2022 11:35,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NKSQGP7F2NH-5319275A.WhatsAppDesktop.
319,Error,18-11-2022 11:35,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NBDXK71NK08-5319275A.51895FA4EA97F.
320,Error,18-11-2022 11:34,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9P9TQF7MRM4R-MicrosoftCorporationII.WindowsSubsystemforLinux.
321,Error,18-11-2022 11:13,Tcpip,4199,None,The system detected an address conflict for IP address 192.168.1.3 with the system having network hardware address 1A-02-16-21-C7-6F. Network operations on this system may be disrupted as a result.
322,Error,17-11-2022 22:28,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
323,Error,17-11-2022 10:47,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NKSQGP7F2NH-5319275A.WhatsAppDesktop.
324,Error,17-11-2022 10:46,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9P9TQF7MRM4R-MicrosoftCorporationII.WindowsSubsystemforLinux.
325,Error,17-11-2022 10:29,Microsoft-Windows-DNS-Client,1012,-1012,There was an error while attempting to read the local hosts file.
326,Error,17-11-2022 10:28,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
327,Error,17-11-2022 10:27,Tcpip,4199,None,The system detected an address conflict for IP address 192.168.1.2 with the system having network hardware address 1A-02-16-21-C7-6F. Network operations on this system may be disrupted as a result.
328,Error,16-11-2022 22:05,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
329,Error,16-11-2022 19:57,Netwtw08,5002,None,Intel(R) Wireless-AC 9462 : Has determined that the network adapter is not functioning properly.
330,Error,16-11-2022 19:57,Netwtw08,5005,None,Intel(R) Wireless-AC 9462 : Has encountered an internal error and has failed.
331,Error,16-11-2022 12:16,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9WZDNCRFJ364-MICROSOFT.SKYPEAPP.
332,Error,16-11-2022 12:13,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NKSQGP7F2NH-5319275A.WhatsAppDesktop.
333,Error,15-11-2022 21:56,Microsoft-Windows-DistributedCOM,10010,None,The server {7966B4D8-4FDC-4126-A10B-39A3209AD251} did not register with DCOM within the required timeout.
334,Error,15-11-2022 21:55,Microsoft-Windows-DistributedCOM,10010,None,The server {7966B4D8-4FDC-4126-A10B-39A3209AD251} did not register with DCOM within the required timeout.
335,Error,15-11-2022 21:55,Microsoft-Windows-DistributedCOM,10010,None,The server {7966B4D8-4FDC-4126-A10B-39A3209AD251} did not register with DCOM within the required timeout.
336,Error,15-11-2022 21:55,Microsoft-Windows-DistributedCOM,10010,None,The server {7966B4D8-4FDC-4126-A10B-39A3209AD251} did not register with DCOM within the required timeout.
337,Error,15-11-2022 20:18,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
338,Error,15-11-2022 16:20,Application Error,1000,Application Crashing Events,"Faulting application name: WhatsApp.exe, version: 0.0.0.0, time stamp: 0x636e6ce8
Faulting module name: WhatsApp.dll, version: 0.0.0.0, time stamp: 0x636e6ce8
Exception code: 0x00001007
Fault offset: 0x0000000004b147d6
Faulting process id: 0x0x3AB0
Faulting application start time: 0x0x1D8F8DCFCC74BEE
Faulting application path: C:\Program Files\WindowsApps\5319275A.51895FA4EA97F_2.2245.4.0_x64__cv1g1gvanyjgm\WhatsApp.exe
Faulting module path: C:\Program Files\WindowsApps\5319275A.51895FA4EA97F_2.2245.4.0_x64__cv1g1gvanyjgm\WhatsApp.dll
Report Id: cd4d6cd0-f97a-4cca-9460-2d3cc01b8add
Faulting package full name: 5319275A.51895FA4EA97F_2.2245.4.0_x64__cv1g1gvanyjgm
Faulting package-relative application ID: App"
339,Error,15-11-2022 12:54,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
340,Error,15-11-2022 12:09,Service Control Manager,7000,None,"The bfs service failed to start due to the following error: 
Access is denied."
341,Error,15-11-2022 12:09,EventLog,6008,None,The previous system shutdown at 12:38:04 AM on ?11/?15/?2022 was unexpected.
342,Error,14-11-2022 22:29,Application Error,1000,Application Crashing Events,"Faulting application name: mfevtps.exe, version: 22.7.0.191, time stamp: 0x62b9312c
Faulting module name: CRYPT32.dll, version: 10.0.22621.674, time stamp: 0xf88e9ce4
Exception code: 0xc0000005
Fault offset: 0x000000000001ff72
Faulting process id: 0x0x5FD8
Faulting application start time: 0x0x1D8F6608DC193E6
Faulting application path: C:\Windows\system32\mfevtps.exe
Faulting module path: C:\WINDOWS\SYSTEM32\CRYPT32.dll
Report Id: 1d97fa30-6ca7-4f6c-a283-d8b9b4af8798
Faulting package full name: 
Faulting package-relative application ID: "
343,Error,14-11-2022 08:31,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NBDXK71NK08-5319275A.51895FA4EA97F.
344,Error,14-11-2022 08:31,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NKSQGP7F2NH-5319275A.WhatsAppDesktop.
345,Error,13-11-2022 09:10,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
346,Error,12-11-2022 21:40,Volsnap,36,None,The shadow copies of volume C: were aborted because the shadow copy storage could not grow due to a user imposed limit.
347,Error,12-11-2022 16:29,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NBDXK71NK08-5319275A.51895FA4EA97F.
348,Error,12-11-2022 16:26,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NKSQGP7F2NH-5319275A.WhatsAppDesktop.
349,Error,12-11-2022 16:17,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 91B0A64B-3A1B-4ADC-B345-B263F9E773E3--F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) to port F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
350,Error,12-11-2022 16:17,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 91B0A64B-3A1B-4ADC-B345-B263F9E773E3--F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) to port F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
351,Error,12-11-2022 16:08,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 91B0A64B-3A1B-4ADC-B345-B263F9E773E3--F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) to port F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
352,Error,12-11-2022 12:12,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 91B0A64B-3A1B-4ADC-B345-B263F9E773E3--F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) to port F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
353,Error,12-11-2022 12:11,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 91B0A64B-3A1B-4ADC-B345-B263F9E773E3--F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) to port F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
354,Error,12-11-2022 12:03,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 91B0A64B-3A1B-4ADC-B345-B263F9E773E3--F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) to port F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
355,Error,12-11-2022 12:03,Microsoft-Windows-Hyper-V-VmSwitch,32,-1022,"Failed to connect NIC 91B0A64B-3A1B-4ADC-B345-B263F9E773E3--F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) to port F96F982E-BFAF-458F-8CD8-9739359B3D4A (Friendly Name: ) on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: ), status = Object Name not found.. UniqueEvent = 80."
356,Error,12-11-2022 12:02,Application Error,1000,Application Crashing Events,"Faulting application name: mfevtps.exe, version: 22.7.0.191, time stamp: 0x62b9312c
Faulting module name: ntdll.dll, version: 10.0.22621.755, time stamp: 0x8a328c67
Exception code: 0xc0000005
Fault offset: 0x000000000003419a
Faulting process id: 0x0x51C0
Faulting application start time: 0x0x1D8F5CA291A1049
Faulting application path: C:\Windows\system32\mfevtps.exe
Faulting module path: C:\WINDOWS\SYSTEM32\ntdll.dll
Report Id: eb1e5e03-e873-44fc-93a2-befe5bb78934
Faulting package full name: 
Faulting package-relative application ID: "
357,Error,12-11-2022 11:45,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
358,Error,12-11-2022 11:44,Tcpip,4199,None,The system detected an address conflict for IP address 192.168.1.3 with the system having network hardware address 1A-02-16-21-C7-6F. Network operations on this system may be disrupted as a result.
359,Error,11-11-2022 18:05,Application Error,1000,Application Crashing Events,"Faulting application name: mfevtps.exe, version: 22.7.0.191, time stamp: 0x62b9312c
Faulting module name: CRYPT32.dll, version: 10.0.22621.674, time stamp: 0xf88e9ce4
Exception code: 0xc0000005
Fault offset: 0x0000000000021347
Faulting process id: 0x0x1760
Faulting application start time: 0x0x1D8F52A17171E21
Faulting application path: C:\Windows\system32\mfevtps.exe
Faulting module path: C:\WINDOWS\SYSTEM32\CRYPT32.dll
Report Id: f3a74b29-838c-4b4f-80ea-fadbb784246d
Faulting package full name: 
Faulting package-relative application ID: "
360,Error,11-11-2022 17:59,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NBDXK71NK08-5319275A.51895FA4EA97F.
361,Error,11-11-2022 17:59,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NMPJ99VJBWV-Microsoft.YourPhone.
362,Error,11-11-2022 17:44,Application Hang,1002,Hanging Events,"The program msteams.exe version 22273.905.1632.1008 stopped interacting with Windows and was closed. To see if more information about the problem is available, check the problem history in the Security and Maintenance control panel.
"
363,Error,11-11-2022 12:15,VSS,8194,None,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {cfc1f0ae-f29e-410d-9bec-a022a3ff835a}"
364,Error,11-11-2022 12:12,VSS,8194,None,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {cfc1f0ae-f29e-410d-9bec-a022a3ff835a}"
365,Error,10-11-2022 23:00,Service Control Manager,7000,None,"The bfs service failed to start due to the following error: 
Access is denied."
366,Error,10-11-2022 23:00,EventLog,6008,None,The previous system shutdown at 10:58:59 PM on ?11/?10/?2022 was unexpected.
367,Error,10-11-2022 15:30,Netwtw08,5002,None,Intel(R) Wireless-AC 9462 : Has determined that the network adapter is not functioning properly.
368,Error,10-11-2022 15:30,Netwtw08,5005,None,Intel(R) Wireless-AC 9462 : Has encountered an internal error and has failed.
